Time,AccV,AccML,AccAP,StartHesitation,Turn,Walking,Valid,Task
167,-0.989033407905263,0.0698665392960644,-0.155797811362171,0,0,0,false,false
168,-0.984296654409535,0.0774321312901744,-0.159423828125,0,0,0,false,false
169,-0.978471347012785,0.0884160668682474,-0.159444437668853,0,0,0,false,false
170,-0.975162722957402,0.101317280165949,-0.161686496735449,0,0,0,false,false
171,-0.980695322960253,0.106171076184916,-0.162447991220744,0,0,0,false,false
172,-0.977736875295107,0.10102556667168,-0.164723661133884,0,0,0,false,false
173,-0.970858727555382,0.0892348730086451,-0.159190604839013,0,0,0,false,false
174,-0.967627039075793,0.0885287976792058,-0.161150818495664,0,0,0,false,false
175,-0.977655200890472,0.101846309208466,-0.168061349434257,0,0,0,false,false
176,-0.984087208467058,0.106377421892252,-0.1686462979318,0,0,0,false,false
177,-0.979351950638478,0.102062444581634,-0.16288684817408,0,0,0,false,false
178,-0.974142650937287,0.103742271824647,-0.157273621243273,0,0,0,false,false
179,-0.972457496865717,0.109136509772897,-0.155660351229533,0,0,0,false,false
180,-0.976998750925199,0.111078697066043,-0.154798651738552,0,0,0,false,false
181,-0.983211991480454,0.110117511473851,-0.155500324144352,0,0,0,false,false
182,-0.98571569274141,0.0980834551895423,-0.153556606964474,0,0,0,false,false
183,-0.986561912734578,0.0857659124890671,-0.14930778781226,0,0,0,false,false
184,-0.986137742861791,0.0799775146370857,-0.148750459414568,0,0,0,false,false
185,-0.990073530953601,0.0730840813824752,-0.151847472467422,0,0,0,false,false
186,-0.993716601011428,0.0699069562737727,-0.150976571997014,0,0,0,false,false
187,-0.996278435511425,0.0688901447232441,-0.148501151245645,0,0,0,false,false
188,-0.991665855640009,0.0724562760649114,-0.151116897827467,0,0,0,false,false
189,-0.985136041943494,0.0794250369219962,-0.1508901819962,0,0,0,false,false
190,-0.981413064033357,0.089051088725799,-0.151716852967342,0,0,0,false,false
191,-0.978899659389313,0.0933592437199402,-0.152802284149818,0,0,0,false,false
192,-0.973804384008385,0.088157649853091,-0.151571620679509,0,0,0,false,false
193,-0.968547956719753,0.0898291733824213,-0.151449669495854,0,0,0,false,false
194,-0.967661243931668,0.0931374043849479,-0.156708066260752,0,0,0,false,false
195,-0.97393411137138,0.0959395286285349,-0.163711151599541,0,0,0,false,false
196,-0.977535030053008,0.0957098067162706,-0.164290510837031,0,0,0,false,false
197,-0.977239107222104,0.096346630474052,-0.163122281465823,0,0,0,false,false
198,-0.9766489033926,0.100699009353038,-0.160237285382608,0,0,0,false,false
199,-0.980678989824012,0.105688063614405,-0.159484146272519,0,0,0,false,false
200,-0.98385760586164,0.103888613412982,-0.161090125288904,0,0,0,false,false
201,-0.982108905969468,0.0970433953306167,-0.157963358539826,0,0,0,false,false
202,-0.979059156497721,0.0889508152991951,-0.148756594892758,0,0,0,false,false
203,-0.981862300587009,0.0830335476421376,-0.150625013167994,0,0,0,false,false
204,-0.986277112512194,0.0818006001124483,-0.150016327191902,0,0,0,false,false
205,-0.989980326180942,0.0790139532980593,-0.148345380457505,0,0,0,false,false
206,-0.996787285282376,0.0763136180921065,-0.148106452708927,0,0,0,false,false
207,-0.997452966506705,0.0742798858390763,-0.153672970212951,0,0,0,false,false
208,-0.992639307577369,0.0775117804704282,-0.156894582227287,0,0,0,false,false
209,-0.984543424804802,0.0864726356255552,-0.155108217937206,0,0,0,false,false
210,-0.977547352592509,0.100546612070757,-0.157802773328029,0,0,0,false,false
211,-0.97573927675722,0.10717338695266,-0.159578070107699,0,0,0,false,false
212,-0.978619611239994,0.0972089523617141,-0.156968833820394,0,0,0,false,false
213,-0.972722748922032,0.0833308609411191,-0.155797636784909,0,0,0,false,false
214,-0.964186177617404,0.0789859276756384,-0.157709849141695,0,0,0,false,false
215,-0.968041325488948,0.0903478049048616,-0.164406199582953,0,0,0,false,false
216,-0.980065364785899,0.0983110465449924,-0.168413347959128,0,0,0,false,false
217,-0.984231040074215,0.0990191787072643,-0.166050330184979,0,0,0,false,false
218,-0.98017136806507,0.0998396022981223,-0.157615629832414,0,0,0,false,false
219,-0.977694420506537,0.099783079640987,-0.154910804086667,0,0,0,false,false
220,-0.981693415939181,0.103583221385166,-0.153436046577174,0,0,0,false,false
221,-0.983878970414142,0.104684126163084,-0.155265689164142,0,0,0,false,false
222,-0.983573274057013,0.102977377107366,-0.154969521135995,0,0,0,false,false
223,-0.98275648509244,0.0997313248244977,-0.153728695433042,0,0,0,false,false
224,-0.982039819591476,0.0905852126580524,-0.147392884864592,0,0,0,false,false
225,-0.984759840548763,0.084391529719774,-0.147475237831415,0,0,0,false,false
226,-0.987829612424463,0.0813251113474149,-0.151034485814353,0,0,0,false,false
227,-0.993974818570603,0.074662812031971,-0.149594095966146,0,0,0,false,false
228,-0.99553741003186,0.0682205907181462,-0.149534270577927,0,0,0,false,false
229,-0.988464740863902,0.0682441528957508,-0.151036014950154,0,0,0,false,false
230,-0.983067908899387,0.0783134980098997,-0.150017251285825,0,0,0,false,false
231,-0.981219188057141,0.0931859411688902,-0.152896825975645,0,0,0,false,false
232,-0.981366911240202,0.105859829000831,-0.155500874794857,0,0,0,false,false
233,-0.978843645891681,0.101782061436842,-0.154645686530212,0,0,0,false,false
234,-0.971904421236051,0.0881921577862829,-0.151600903009997,0,0,0,false,false
235,-0.965416513664884,0.0859143392425194,-0.157071748644289,0,0,0,false,false
236,-0.972475974727118,0.0911220274827503,-0.162865972098742,0,0,0,false,false
237,-0.977762913327391,0.0970294376947928,-0.164095030529369,0,0,0,false,false
238,-0.977593889499045,0.0997219810273705,-0.161557298970756,0,0,0,false,false
239,-0.979296369727764,0.10393995473705,-0.161268713170682,0,0,0,false,false
240,-0.982221644345672,0.107647485610715,-0.159753217033686,0,0,0,false,false
241,-0.97821262358833,0.10673689582355,-0.156779163841883,0,0,0,false,false
242,-0.975207886712348,0.101302307559178,-0.155197957894043,0,0,0,false,false
243,-0.978077534379135,0.0968697244794419,-0.155051827430725,0,0,0,false,false
244,-0.983726255016589,0.0885328065613457,-0.154896867762979,0,0,0,false,false
245,-0.987071877338339,0.0835425299489531,-0.151042340230797,0,0,0,false,false
246,-0.989078010373726,0.0765287728464868,-0.150925781858807,0,0,0,false,false
247,-0.99064868045895,0.072021484375,-0.151270855753829,0,0,0,false,false
248,-0.992581333598567,0.0722235208612373,-0.150852598198255,0,0,0,false,false
249,-0.992846055852179,0.0764239535765576,-0.15488865670709,0,0,0,false,false
250,-0.990648947617934,0.0838294157108863,-0.153113575466967,0,0,0,false,false
251,-0.984094228857043,0.0948464582513376,-0.153073008974863,0,0,0,false,false
252,-0.981131141771486,0.102207706311178,-0.157044507029661,0,0,0,false,false
253,-0.980566888196564,0.0995118151109897,-0.155566438669045,0,0,0,false,false
254,-0.975005346498215,0.0886200424753232,-0.156435561755201,0,0,0,false,false
255,-0.970805175538273,0.0811444565440651,-0.158198264475812,0,0,0,false,false
256,-0.976358663434409,0.0895304648260719,-0.16367053104282,0,0,0,false,false
257,-0.980345473560237,0.0945561218048968,-0.165603514759553,0,0,0,false,false
258,-0.978171729378424,0.0951403123898022,-0.163046498301374,0,0,0,false,false
259,-0.97607421875,0.100768285192146,-0.160233177618568,0,0,0,false,false
260,-0.976399124140096,0.105560219149339,-0.157096141040545,0,0,0,false,false
261,-0.979566961215838,0.105304150652112,-0.154519695041236,0,0,0,false,false
262,-0.980013284909393,0.0992357463815166,-0.152325621443012,0,0,0,false,false
263,-0.978710089811733,0.0919463736423864,-0.15027076398601,0,0,0,false,false
264,-0.981640921580064,0.0844912673550578,-0.149548128433188,0,0,0,false,false
265,-0.985815555821808,0.0818183180036664,-0.151214419648027,0,0,0,false,false
266,-0.991451801448724,0.0815987601158233,-0.151812715569074,0,0,0,false,false
267,-0.993637893038485,0.0762496511139078,-0.149483203940196,0,0,0,false,false
268,-0.993161909244143,0.0733767479458639,-0.149628595012396,0,0,0,false,false
269,-0.989937451718956,0.075555326360632,-0.152023051115189,0,0,0,false,false
270,-0.982899455050765,0.0800955615171945,-0.148565432143121,0,0,0,false,false
271,-0.977395926249443,0.0902270044707889,-0.151131216707788,0,0,0,false,false
272,-0.978490610536484,0.102290969394815,-0.155718182707303,0,0,0,false,false
273,-0.978940415857746,0.106023550436457,-0.156284866942519,0,0,0,false,false
274,-0.976472648308269,0.0948694608618709,-0.155029296875,0,0,0,false,false
275,-0.96914526744755,0.0879453994897222,-0.155550984811999,0,0,0,false,false
276,-0.972300540195584,0.0919099926759143,-0.160602308704321,0,0,0,false,false
277,-0.978669249448055,0.0959883691255293,-0.16241150871029,0,0,0,false,false
278,-0.979568405831875,0.0991678252449321,-0.159057125634933,0,0,0,false,false
279,-0.978420683587703,0.109065004555952,-0.154558642948348,0,0,0,false,false
280,-0.978426719398549,0.112190985232181,-0.155089823399702,0,0,0,false,false
281,-0.980934744392636,0.112460011725357,-0.157076609218386,0,0,0,false,false
282,-0.983572635648714,0.1073876011134,-0.157436132285805,0,0,0,false,false
283,-0.982079506629284,0.0976512649281595,-0.153942134339271,0,0,0,false,false
284,-0.983389229882726,0.0882738233006136,-0.151123046875,0,0,0,false,false
285,-0.984866883218861,0.0819164672671099,-0.151526902066165,0,0,0,false,false
286,-0.990431317096441,0.0791565836691693,-0.153347969703299,0,0,0,false,false
287,-0.995459258156061,0.0733531070708493,-0.151444705060702,0,0,0,false,false
288,-0.9962563797482,0.067331645529012,-0.1518976085596,0,0,0,false,false
289,-0.994369615274185,0.0720932273156653,-0.157703423290804,0,0,0,false,false
290,-0.987029253193869,0.0783706722615028,-0.15679687905226,0,0,0,false,false
291,-0.979444594691754,0.0873939718282405,-0.157721866905988,0,0,0,false,false
292,-0.975806541458537,0.0970623187141574,-0.15608403167412,0,0,0,false,false
293,-0.976410041542887,0.100439213564451,-0.160156702437208,0,0,0,false,false
294,-0.970932677679514,0.0922355281901793,-0.160838075705717,0,0,0,false,false
295,-0.965380268274645,0.0879757678983824,-0.157989107802798,0,0,0,false,false
296,-0.970461740144151,0.0920887361213838,-0.158328981914842,0,0,0,false,false
297,-0.980410922317338,0.0976049851455598,-0.163909479835397,0,0,0,false,false
298,-0.982108712887913,0.0999113728987304,-0.166141775630445,0,0,0,false,false
299,-0.978963558236425,0.102432047042408,-0.160171677142399,0,0,0,false,false
300,-0.977635022994604,0.107534030235379,-0.158636800620897,0,0,0,false,false
301,-0.983389809569551,0.109415918514161,-0.160202481139487,0,0,0,false,false
302,-0.984790672383657,0.103618552081683,-0.157821739795121,0,0,0,false,false
303,-0.980146670371933,0.0935807728012157,-0.152215738734075,0,0,0,false,false
304,-0.977853487982593,0.0875759468472672,-0.14697265625,0,0,0,false,false
305,-0.979816504319754,0.08444265617654,-0.147428156718492,0,0,0,false,false
306,-0.987483678553625,0.0826524275240656,-0.14898948238452,0,0,0,false,false
307,-0.990956558732323,0.0803074638549869,-0.147512387745482,0,0,0,false,false
308,-0.99095050463106,0.0704947201848984,-0.147008531683988,0,0,0,false,false
309,-0.988214898028589,0.0651860491849563,-0.149387126274755,0,0,0,false,false
310,-0.985661629253448,0.0720426524413463,-0.15173587093806,0,0,0,false,false
311,-0.984761239661864,0.0823018240487821,-0.153691086166139,0,0,0,false,false
312,-0.980809691722298,0.0966257472754268,-0.15642373531666,0,0,0,false,false
313,-0.977764353688953,0.103853774440096,-0.158601365141943,0,0,0,false,false
314,-0.976050791979497,0.0984519881467728,-0.157245689788265,0,0,0,false,false
315,-0.971250611602166,0.0895342145557352,-0.157035314808316,0,0,0,false,false
316,-0.970680585773324,0.0887063653963415,-0.16399206276038,0,0,0,false,false
317,-0.973512130317257,0.0958898942409715,-0.1650390625,0,0,0,false,false
318,-0.978352008748773,0.100780280018925,-0.165095904934121,0,0,0,false,false
319,-0.979163727864835,0.104447348095558,-0.164649970431185,0,0,0,false,false
320,-0.978179193506343,0.107644088054521,-0.158969428320819,0,0,0,false,false
321,-0.982992011983676,0.107408540866807,-0.15444062206464,0,0,0,false,false
322,-0.984071433663035,0.100819466920701,-0.153939449233772,0,0,0,false,false
323,-0.982076150842752,0.0929360204845041,-0.154164984428766,0,0,0,false,false
324,-0.981767397657073,0.0879961933414195,-0.155063410227994,0,0,0,false,false
325,-0.985554682345921,0.0841621087400097,-0.152824750942228,0,0,0,false,false
326,-0.987243568247801,0.0794916617149563,-0.148113298360925,0,0,0,false,false
327,-0.988348884774343,0.0744190322373895,-0.145989774290906,0,0,0,false,false
328,-0.993745822995907,0.0712674807788952,-0.149690770809275,0,0,0,false,false
329,-0.993800514630197,0.0681502286601855,-0.152469552965615,0,0,0,false,false
330,-0.987511950825807,0.0671471150308059,-0.153902077353944,0,0,0,false,false
331,-0.980360950690041,0.0745934393689544,-0.151977813180843,0,0,0,false,false
332,-0.977396558638825,0.0898099703545133,-0.155519187277898,0,0,0,false,false
333,-0.979108835256086,0.101589268957579,-0.157987238261969,0,0,0,false,false
334,-0.980079432860661,0.102596279438069,-0.158607534937568,0,0,0,false,false
335,-0.973515295965469,0.0999755479819217,-0.157786898768572,0,0,0,false,false
336,-0.971965429261539,0.0985969984596287,-0.158700423738431,0,0,0,false,false
337,-0.974737603196321,0.0940769116097497,-0.160980812705325,0,0,0,false,false
338,-0.976356800266821,0.0899372365662892,-0.161907270662417,0,0,0,false,false
339,-0.973630889165294,0.0919139236178422,-0.1598131609989,0,0,0,false,false
340,-0.97422077963385,0.102108442981878,-0.1581351760714,0,0,0,false,false
341,-0.980914825759265,0.106613367539751,-0.159602477040471,0,0,0,false,false
342,-0.983713198329954,0.10723365692027,-0.160536732605608,0,0,0,false,false
343,-0.982790061204717,0.100966256642075,-0.158820886374801,0,0,0,false,false
344,-0.984123493831365,0.0929038648355082,-0.153721914778804,0,0,0,false,false
345,-0.985066366454151,0.0821424857588052,-0.150731891997456,0,0,0,false,false
346,-0.985524073537559,0.0722439037440115,-0.148693500652279,0,0,0,false,false
347,-0.990244598166192,0.067831456126497,-0.146030289226223,0,0,0,false,false
348,-0.994555776521082,0.0647143838253937,-0.1472766245857,0,0,0,false,false
349,-0.998708929698553,0.0652199428899626,-0.151012951925489,0,0,0,false,false
350,-0.996602567382368,0.0729523942521302,-0.150963084668026,0,0,0,false,false
351,-0.988357877363235,0.0796424094375405,-0.149834857012901,0,0,0,false,false
352,-0.982620026887787,0.0899713728455324,-0.154077838653243,0,0,0,false,false
353,-0.981428770663487,0.103109096452329,-0.156300132679931,0,0,0,false,false
354,-0.98080863103107,0.10575900617246,-0.157391723159014,0,0,0,false,false
355,-0.974062202618095,0.100702730990364,-0.158129736548961,0,0,0,false,false
356,-0.970780718896685,0.0956139811936367,-0.160132178638514,0,0,0,false,false
357,-0.970730513313944,0.0914524512968367,-0.164993726781972,0,0,0,false,false
358,-0.969417833907505,0.0863325015051811,-0.164892787423709,0,0,0,false,false
359,-0.969296756812798,0.0868188693226681,-0.160579054112402,0,0,0,false,false
360,-0.972285813599814,0.0944900009189803,-0.159335686894711,0,0,0,false,false
